TripID,Questionnaire,Income,Gender,Age,Occupation,Education,HouseHoldSize,HouseHold16,driversLicense,carAvail,OriginLoc,DestLoc,startActiv,endActiv,tripStart_time,tripDuration,TripDay,realTravelTime.Walk,realShortestDistance.Walk,realTravelTime.Car,realShortestDistance.Car,realTravelTime.MrC,realShortestDistance.MrC,realTravelTime.Bus,realShortestDistance.Bus,realAccessWalkTime.Bus,realAccessWalkDist.Bus,realEgressWalkTime.Bus,realEgressWalkDist.Bus,mode
7282,3347,10000-20000,Female,35-44,Unemployed,University,4,2,1,TRUE,3,4,Home,Home,0.46,15,6,4496,5806,696,6364,696,6364,2363,6364,900,1372,103,122,Car
7283,3347,10000-20000,Female,35-44,Unemployed,University,4,2,1,TRUE,4,5,Home,Home,0.58,30,6,4393,5808,779,8371,779,8371,2432,8371,106,133,307,327,Car
7284,3348,30000-40000,Female,45-54,Employed,University,4,4,1,TRUE,1,2,Home,DropSomebody,0.75,5,6,842,1023,256,1641,256,1641,571,1641,259,355,73,111,Car
7285,3348,30000-40000,Female,45-54,Employed,University,4,4,1,TRUE,2,3,DropSomebody,Home,0.75,5,6,774,1018,341,1994,341,1994,399,1994,40,50,122,143,Car
7286,3348,30000-40000,Female,45-54,Employed,University,4,4,1,TRUE,3,4,Home,PickSomebody,0.92,5,6,842,1023,256,1641,256,1641,571,1641,259,355,73,111,Car
7287,3348,30000-40000,Female,45-54,Employed,University,4,4,1,TRUE,4,5,PickSomebody,Home,0.92,5,6,774,1018,341,1994,341,1994,399,1994,40,50,122,143,Car
7295,3353,<10000,Female,16-24,Student,Lyceum,1,1,1,FALSE,2,3,Leisure,Home,0.81,35,6,2435,3044,461,3092,461,3092,1249,3092,334,470,74,98,Bus
7296,3354,10000-20000,Male,35-44,Employed,Lyceum,4,2,1,TRUE,1,2,Home,OtherMeetings,0.35,10,6,6016,7761,678,8355,678,8355,1884,8355,658,856,270,342,Car
7297,3354,10000-20000,Male,35-44,Employed,Lyceum,4,2,1,TRUE,2,3,OtherMeetings,Work,0.4,30,6,17662,24424,1424,25173,1424,25173,4059,25173,221,330,628,861,Car
7298,3354,10000-20000,Male,35-44,Employed,Lyceum,4,2,1,TRUE,3,4,Work,Home,0.73,20,6,12535,16974,1534,25777,1534,25777,2669,25777,929,1279,184,244,Car
7299,3355,10000-20000,Male,65+,Retired,NoEducation,2,2,0,TRUE,1,2,Home,OtherMeetings,0.54,10,6,2151,2806,427,3036,427,3036,1230,3036,324,451,51,83,Bus
7300,3355,10000-20000,Male,65+,Retired,NoEducation,2,2,0,TRUE,2,3,OtherMeetings,Home,0.6,10,6,2164,2807,473,2807,473,2807,1186,2807,865,3512,321,417,Bus
7301,3356,<10000,Female,16-24,Student,Lyceum,1,1,1,FALSE,1,2,Home,School,0.33,45,6,10352,14137,1307,15815,1307,15815,2760,15815,197,275,125,169,Bus
7302,3356,<10000,Female,16-24,Student,Lyceum,1,1,1,FALSE,2,3,School,Home,0.65,50,6,10494,14137,1349,16161,1349,16161,2213,16161,119,169,231,268,Bus
7306,3358,10000-20000,Male,55-64,Retired,Lyceum,6,4,0,TRUE,2,3,Shopping,Home,0.46,30,6,1761,1754,800,3788,800,3788,1691,3788,482,685,175,186,Bus
7310,3360,10000-20000,Female,25-34,Unemployed_other,University,4,2,1,TRUE,2,3,PersonalActivities,Home,0.56,15,6,253,342,249,1299,249,1299,216,249,82,305,134,150,Walk
7314,3362,10000-20000,Female,16-24,Student,Lyceum,4,4,0,TRUE,2,3,Leisure,Home,0.79,15,6,820,1053,447,2072,447,2072,534,2072,75,94,114,173,Bus
7315,3363,20000-30000,Female,35-44,Unemployed,University,3,2,1,TRUE,1,2,Home,Shopping,0.38,20,6,2530,3269,826,3889,826,3889,1169,3889,188,241,119,168,Bus
7319,3366,10000-20000,Male,25-34,Employed,Lyceum,3,2,1,TRUE,1,2,Home,Work,0.36,10,6,1726,2615,517,3063,517,3063,1493,3063,364,544,877,1155,Car
7320,3366,10000-20000,Male,25-34,Employed,Lyceum,3,2,1,TRUE,2,3,Work,Home,0.58,15,6,2284,2615,599,3043,599,3043,1334,3043,73,108,446,544,Car
7321,3366,10000-20000,Male,25-34,Employed,Lyceum,3,2,1,TRUE,3,4,Home,Work,0.69,15,6,1726,2615,517,3063,517,3063,1493,3063,364,544,877,1155,Car
7322,3366,10000-20000,Male,25-34,Employed,Lyceum,3,2,1,TRUE,4,5,Work,Home,0.88,15,6,2284,2615,599,3043,599,3043,1334,3043,73,108,446,544,Car
7323,3367,20000-30000,Male,35-44,Employed,Lyceum,2,2,1,TRUE,1,2,Home,Work,0.33,20,6,2066,2728,457,3472,457,3472,1254,3472,180,245,397,527,Car
7324,3367,20000-30000,Male,35-44,Employed,Lyceum,2,2,1,TRUE,2,3,Work,Home,0.67,20,6,2096,2727,345,2306,345,2306,1349,2306,366,521,219,307,Car
7325,3368,10000-20000,Male,45-54,Employed,Lyceum,3,3,1,TRUE,1,2,Home,Work,0.36,15,6,1701,2346,571,3877,571,3877,912,3877,279,394,137,181,Car
7326,3368,10000-20000,Male,45-54,Employed,Lyceum,3,3,1,TRUE,2,3,Work,Home,0.58,15,6,1791,2347,505,2639,505,2639,1254,2639,144,190,486,570,Car
7327,3368,10000-20000,Male,45-54,Employed,Lyceum,3,3,1,TRUE,3,4,Home,Work,0.78,15,6,1701,2346,571,3877,571,3877,912,3877,279,394,137,181,Car
7328,3368,10000-20000,Male,45-54,Employed,Lyceum,3,3,1,TRUE,4,5,Work,OtherMeetings,0.92,10,6,1494,2080,535,2289,535,2289,1135,2289,276,402,574,819,Car
7329,3370,10000-20000,Female,35-44,Employed,University,3,2,1,TRUE,1,2,Home,Shopping,0.31,30,6,2818,3637,717,3611,717,3611,796,3611,49,51,75,94,Bus
7330,3370,10000-20000,Female,35-44,Employed,University,3,2,1,TRUE,2,3,Shopping,Home,0.67,25,6,2876,3638,762,4149,762,4149,1074,4149,265,370,45,61,Bus
7333,3372,10000-20000,Male,45-54,Unemployed,University,3,2,1,TRUE,1,2,Home,HorkRelatedActivities,0.35,20,6,838,1036,303,1595,303,1595,318,1595,246,1057,72,84,Car
7334,3372,10000-20000,Male,45-54,Unemployed,University,3,2,1,TRUE,2,3,HorkRelatedActivities,Shopping,0.46,15,6,4879,5512,994,6593,994,6593,1209,6593,115,101,87,137,Car
7335,3372,10000-20000,Male,45-54,Unemployed,University,3,2,1,TRUE,3,4,Shopping,OtherMeetings,0.52,30,6,7391,10212,1051,15923,1051,15923,3024,15923,118,195,320,403,Car
7336,3372,10000-20000,Male,45-54,Unemployed,University,3,2,1,TRUE,4,5,OtherMeetings,Home,0.58,30,6,4192,5534,933,5543,933,5543,1643,5543,41,62,337,400,Car
7339,3375,<10000,Female,55-64,Retired,PrimarySchool,1,1,0,FALSE,1,2,Home,ChangeMode,0.46,20,6,5451,7368,768,10033,768,10033,1504,10033,155,194,48,61,Bus
7341,3375,<10000,Female,55-64,Retired,PrimarySchool,1,1,0,FALSE,3,4,Shopping,Shopping,0.49,10,6,462,603,294,1245,294,1245,338,294,120,408,218,311,Walk
7348,3377,10000-20000,Female,35-44,Employed,University,4,2,1,TRUE,1,2,Home,Work,0.35,20,6,2817,3873,777,4164,777,4164,959,4164,385,518,95,121,Car
7353,3380,20000-30000,Female,45-54,Employed,University,2,2,1,TRUE,1,2,Home,Work,0.3,20,6,6260,8375,705,9655,705,9655,2131,9655,532,1478,439,630,Car
7354,3380,20000-30000,Female,45-54,Employed,University,2,2,1,TRUE,2,3,Work,Home,0.59,25,6,6172,8376,637,9234,637,9234,2183,9234,634,787,62,81,Car
7356,3382,<10000,Female,65+,Employed,PrimarySchool,2,2,0,FALSE,2,3,Leisure,Home,0.75,40,6,3912,4889,798,6002,798,6002,2018,6002,106,160,81,125,Bus
7357,3384,10000-20000,Female,16-24,Student,Lyceum,5,5,0,TRUE,1,2,Home,School,0.35,45,6,3710,4835,781,5375,781,5375,1246,5375,116,150,43,61,Bus
7358,3384,10000-20000,Female,16-24,Student,Lyceum,5,5,0,TRUE,2,3,School,Home,0.54,30,6,3746,4836,955,7090,955,7090,1629,7090,193,264,275,302,Bus
7361,3386,10000-20000,Male,45-54,Employed,HighSchool,3,3,1,TRUE,1,2,Home,Work,0.29,35,6,5423,7594,661,7594,661,7594,1816,7594,723,987,43,61,Bus
7362,3386,10000-20000,Male,45-54,Employed,HighSchool,3,3,1,TRUE,2,3,Work,Home,0.63,50,6,5736,7594,923,8948,923,8948,2100,8948,131,155,341,475,Bus
7365,3389,<10000,Male,45-54,Unemployed,Lyceum,4,4,1,TRUE,1,2,Home,Shopping,0.65,10,6,1965,2303,480,2314,480,2314,1377,2314,849,984,88,130,MrC
7366,3389,<10000,Male,45-54,Unemployed,Lyceum,4,4,1,TRUE,2,3,Shopping,Home,0.68,10,6,1612,2303,615,2587,615,2587,1329,2587,68,91,582,786,MrC
7367,3390,<10000,Female,16-24,Employed,Lyceum,4,4,1,TRUE,1,2,Home,Work,0.58,10,6,9800,13215,1314,15902,1314,15902,2643,15902,412,587,227,305,Bus
7368,3390,<10000,Female,16-24,Employed,Lyceum,4,4,1,TRUE,2,3,Work,Home,0.94,10,6,9739,13215,1192,15147,1192,15147,2644,15147,97,117,124,178,Bus
7369,3390,<10000,Female,16-24,Employed,Lyceum,4,4,1,TRUE,3,4,Home,Leisure,0.96,5,6,12076,16288,1551,18790,1551,18790,3290,18790,412,587,441,612,Car
7370,3390,<10000,Female,16-24,Employed,Lyceum,4,4,1,TRUE,4,5,Leisure,Home,0.98,25,6,12024,16285,1658,18204,1658,18204,3355,18204,162,221,124,178,Car
7371,3391,10000-20000,Female,35-44,Houseworks,Lyceum,4,2,1,TRUE,1,2,Home,DropSomebody,0.54,15,6,13094,17730,1171,23906,1171,23906,3601,23906,340,515,43,61,Car
7372,3391,10000-20000,Female,35-44,Houseworks,Lyceum,4,2,1,TRUE,2,3,DropSomebody,Home,0.68,15,6,13577,17732,1299,24315,1299,24315,4318,24315,131,155,82,110,Car
7380,3394,10000-20000,Female,35-44,Employed,University,2,2,0,FALSE,1,2,Home,Work,0.27,10,6,2017,2842,588,3308,588,3308,1465,3308,227,382,279,337,Bus
7381,3394,10000-20000,Female,35-44,Employed,University,2,2,0,FALSE,2,3,Work,Home,0.63,40,6,2368,2841,618,3805,618,3805,1245,3805,195,305,324,395,Bus
7382,3395,10000-20000,Female,45-54,Houseworks,Lyceum,4,4,1,TRUE,1,2,Home,PersonalActivities,0.46,15,6,551,700,192,925,192,925,415,192,53,72,224,297,Walk
7383,3395,10000-20000,Female,45-54,Houseworks,Lyceum,4,4,1,TRUE,2,3,PersonalActivities,Home,0.5,15,6,519,700,167,700,167,700,356,167,77,106,110,138,Walk
7384,3396,10000-20000,Male,45-54,Employed,Lyceum,4,3,1,TRUE,1,2,Home,Work,0.29,60,6,8830,11752,1655,18422,1655,18422,3058,18422,212,285,198,276,Bus
7385,3396,10000-20000,Male,45-54,Employed,Lyceum,4,3,1,TRUE,2,3,Work,Home,0.81,105,6,8814,11756,1382,15610,1382,15610,3601,15610,231,301,216,299,Bus
7404,3404,10000-20000,Female,16-24,Student,Lyceum,5,5,1,TRUE,1,2,Home,OtherMeetings,0.88,5,6,766,905,235,1261,235,1261,696,1261,186,272,158,201,Bus
7405,3405,<10000,Female,55-64,Retired,PrimarySchool,2,2,0,FALSE,1,2,Home,PersonalActivities,0.29,105,6,2156,2551,592,3168,592,3168,1814,3168,268,357,651,704,Bus
7406,3405,<10000,Female,55-64,Retired,PrimarySchool,2,2,0,FALSE,2,3,PersonalActivities,Shopping,0.42,45,6,4133,5765,1068,7343,1068,7343,2113,7343,230,360,401,508,Bus
7407,3405,<10000,Female,55-64,Retired,PrimarySchool,2,2,0,FALSE,3,4,Shopping,Home,0.58,45,6,3732,4747,950,5323,950,5323,1152,5323,78,87,41,53,Bus
7408,3407,10000-20000,Male,35-44,Employed,Lyceum,3,2,1,TRUE,1,2,Home,PickSomebody,0.67,20,6,4694,6286,1082,6919,1082,6919,1855,6919,318,502,379,448,Car
7409,3407,10000-20000,Male,35-44,Employed,Lyceum,3,2,1,TRUE,2,3,PickSomebody,OtherMeetings,0.68,10,6,1634,2020,443,2130,443,2130,1525,2130,453,620,409,568,Car
7414,3411,20000-30000,Male,35-44,Employed,Lyceum,4,3,1,TRUE,1,2,Home,Shopping,0.46,20,6,5122,7026,832,7599,832,7599,1392,7599,1243,8087,149,195,Car
7416,3411,20000-30000,Male,35-44,Employed,Lyceum,4,3,1,TRUE,3,4,Home,DropSomebody,0.8,20,6,2362,3289,498,3467,498,3467,1484,3467,290,394,1003,131,Car
7417,3411,20000-30000,Male,35-44,Employed,Lyceum,4,3,1,TRUE,4,5,DropSomebody,Home,0.82,0,6,2404,3289,557,3646,557,3646,1993,3646,1542,2117,246,342,Car
7418,3411,20000-30000,Male,35-44,Employed,Lyceum,4,3,1,TRUE,5,6,Home,PickSomebody,0.88,5,6,2362,3289,498,3467,498,3467,1484,3467,290,394,1003,131,Car
7419,3411,20000-30000,Male,35-44,Employed,Lyceum,4,3,1,TRUE,6,7,PickSomebody,Home,0.88,5,6,2404,3289,557,3646,557,3646,1993,3646,1542,2117,246,342,Car
7424,3413,10000-20000,Female,45-54,Houseworks,MSc,3,1,1,TRUE,1,2,Home,Work,0.29,45,6,1790,2738,794,3805,794,3805,1643,3805,440,775,154,208,Car
7425,3413,10000-20000,Female,45-54,Houseworks,MSc,3,1,1,TRUE,2,3,Work,Home,0.64,45,6,2687,2803,752,3541,752,3541,1934,3541,322,448,258,300,Car
7430,3415,<10000,Female,45-54,Retired,PrimarySchool,2,2,1,TRUE,1,2,Home,Sports,0.58,30,6,892,1107,185,1333,185,1333,558,185,92,128,48,63,Walk
7431,3415,<10000,Female,45-54,Retired,PrimarySchool,2,2,1,TRUE,2,3,Sports,Home,0.6,30,6,741,1107,192,1125,192,1125,747,192,32,47,89,122,Walk
7434,3417,<10000,Female,16-24,Student,HighSchool,2,2,0,FALSE,1,2,Home,STPersonalActivities(Gas),0.8,15,6,2496,3377,746,4535,746,4535,1439,4535,122,158,33,44,Bus
7435,3417,<10000,Female,16-24,Student,HighSchool,2,2,0,FALSE,2,3,STPersonalActivities(Gas),Shopping,0.81,45,6,562,706,445,1551,445,1551,420,445,49,73,198,245,Walk
7436,3417,<10000,Female,16-24,Student,HighSchool,2,2,0,FALSE,3,4,Shopping,Home,0.84,15,6,2829,3785,741,4277,741,4277,1545,4277,266,376,166,231,Bus
7449,3423,10000-20000,Female,45-54,Employed,HighSchool,4,4,1,TRUE,1,2,Home,Home,0.38,70,6,4517,6208,588,6229,588,6229,1567,6229,209,295,69,68,Bus
7451,3424,10000-20000,Female,25-34,Employed,University,2,2,1,TRUE,2,3,Work,Home,0.71,30,6,4259,5383,1089,5970,1089,5970,1978,5970,290,333,47,65,Bus
7453,3425,10000-20000,Female,55-64,Houseworks,Lyceum,3,3,1,TRUE,2,3,Shopping,Home,0.48,15,7,514,500,227,1386,227,1386,308,227,68,67,150,162,Walk
7454,3426,10000-20000,Female,55-64,Employed,Lyceum,3,1,1,TRUE,1,2,Home,Sports,0.88,15,7,3167,4221,700,4365,700,4365,1800,700,288,382,443,610,Walk
7457,3427,20000-30000,Female,55-64,Retired,University,3,3,1,TRUE,2,3,Other,Home,0.4,5,7,455,646,93,646,93,646,285,646,158,508,127,161,Car
7459,3427,20000-30000,Female,55-64,Retired,University,3,3,1,TRUE,4,5,Shopping,Home,0.79,10,7,455,646,93,646,93,646,285,646,158,508,127,161,Car
7460,3429,<10000,Female,65+,Houseworks,PrimarySchool,3,3,0,TRUE,1,2,Home,ChangeMode,0.3,45,7,12800,17404,1456,20569,1456,20569,3077,20569,114,157,119,162,Bus
7461,3429,<10000,Female,65+,Houseworks,PrimarySchool,3,3,0,TRUE,2,3,ChangeMode,OtherMeetings,0.33,15,7,1717,2371,288,2371,288,2371,931,288,354,2880,577,855,Walk
7462,3429,<10000,Female,65+,Houseworks,PrimarySchool,3,3,0,TRUE,3,4,OtherMeetings,ChangeMode,0.75,60,7,1731,2371,393,3029,393,3029,869,393,571,756,119,162,Walk
7463,3429,<10000,Female,65+,Houseworks,PrimarySchool,3,3,0,TRUE,4,5,ChangeMode,Home,0.72,45,7,12838,17404,1395,20445,1395,20445,3095,20445,1467,12199,427,561,Bus
7466,3434,<10000,Female,65+,Retired,HighSchool,1,1,1,TRUE,1,2,Home,Shopping,0.72,20,7,5236,7036,662,8892,662,8892,1677,8892,549,748,124,164,Car
7467,3434,<10000,Female,65+,Retired,HighSchool,1,1,1,TRUE,2,3,Shopping,Home,0.76,15,7,5185,7035,695,8485,695,8485,1655,8485,135,183,568,763,Car
7468,3435,10000-20000,Male,55-64,Employed,HighSchool,4,3,1,TRUE,1,2,Home,Work,0.33,15,7,2308,2399,413,2811,413,2811,1084,2811,334,384,76,104,Car
7469,3435,10000-20000,Male,55-64,Employed,HighSchool,4,3,1,TRUE,2,3,Work,Home,0.81,15,7,1738,2792,662,3718,662,3718,1096,3718,59,79,276,407,Car
7474,3441,10000-20000,Male,65+,Retired,Lyceum,2,2,1,TRUE,1,2,Home,Shopping,0.42,5,7,1209,1494,376,1983,376,1983,915,1983,75,109,600,799,Car
7475,3441,10000-20000,Male,65+,Retired,Lyceum,2,2,1,TRUE,2,3,Shopping,Home,0.44,5,7,1045,1494,338,1581,338,1581,758,1581,217,644,541,821,Car
7476,3441,10000-20000,Male,65+,Retired,Lyceum,2,2,1,TRUE,3,4,Home,Other,0.54,20,7,5226,6536,1021,11600,1021,11600,2651,11600,75,109,96,83,Car
7477,3441,10000-20000,Male,65+,Retired,Lyceum,2,2,1,TRUE,4,5,Other,Home,0.58,30,7,4801,6503,1056,12290,1056,12290,2616,12290,897,1352,79,100,Car
7478,3442,<10000,Male,65+,Employed,HighSchool,2,2,1,TRUE,1,2,Home,OtherMeetings,0.25,35,7,10179,13868,1764,14786,1764,14786,3263,14786,458,587,63,79,Car
7479,3442,<10000,Male,65+,Employed,HighSchool,2,2,1,TRUE,2,3,OtherMeetings,Home,0.67,35,7,10299,13869,1503,13936,1503,13936,3755,13936,131,168,230,303,Car
7487,3445,<10000,Female,35-44,Unemployed,Lyceum,5,2,1,TRUE,1,2,Home,DropSomebody,0.33,10,7,1184,1397,170,1490,170,1490,496,1490,65,91,178,211,Car
7488,3445,<10000,Female,35-44,Unemployed,Lyceum,5,2,1,TRUE,2,3,DropSomebody,Home,0.35,10,7,972,1397,457,3257,457,3257,456,3257,130,198,105,130,Car
7489,3445,<10000,Female,35-44,Unemployed,Lyceum,5,2,1,TRUE,3,4,Home,DropSomebody,0.72,5,7,950,1129,118,1129,118,1129,338,1129,65,91,63,62,Car
7490,3445,<10000,Female,35-44,Unemployed,Lyceum,5,2,1,TRUE,4,5,DropSomebody,Home,0.72,5,7,799,1129,342,2697,342,2697,343,2697,72,126,105,130,Car
7491,3445,<10000,Female,35-44,Unemployed,Lyceum,5,2,1,TRUE,5,6,Home,PickSomebody,0.75,5,7,950,1129,118,1129,118,1129,338,1129,65,91,63,62,Car
7493,3445,<10000,Female,35-44,Unemployed,Lyceum,5,2,1,TRUE,7,8,Home,DropSomebody,0.77,10,7,910,1062,185,1062,185,1062,238,1062,180,953,58,69,Car
7494,3445,<10000,Female,35-44,Unemployed,Lyceum,5,2,1,TRUE,8,9,DropSomebody,Home,0.78,10,7,1583,2367,534,3935,534,3935,573,3935,57,79,105,130,Car
7495,3445,<10000,Female,35-44,Unemployed,Lyceum,5,2,1,TRUE,9,10,Home,PickSomebody,0.83,10,7,2018,2367,327,2367,327,2367,556,2367,65,91,58,69,Car
7500,3448,20000-30000,Female,45-54,Employed,University,3,3,1,TRUE,1,2,Home,Work,0.33,15,7,11662,15915,951,16597,951,16597,3838,16597,421,574,56,87,Car
7501,3448,20000-30000,Female,45-54,Employed,University,3,3,1,TRUE,2,3,Work,Home,0.58,30,7,12649,15908,931,16671,931,16671,5190,16671,904,1332,372,510,Car
7502,3448,20000-30000,Female,45-54,Employed,University,3,3,1,TRUE,3,4,Home,Shopping,0.75,15,7,991,1142,191,1142,191,1142,616,1142,385,510,79,96,Car
7503,3448,20000-30000,Female,45-54,Employed,University,3,3,1,TRUE,4,5,Shopping,Home,0.79,15,7,748,1142,166,1142,166,1142,644,1142,85,132,449,664,Car
7507,3451,<10000,Female,65+,Retired,HighSchool,2,2,1,TRUE,2,3,OtherMeetings,Leisure,0.85,15,7,2040,3132,877,4693,877,4693,1533,4693,1262,3310,271,386,Car
7508,3452,<10000,Male,35-44,Unemployed,HighSchool,3,3,1,TRUE,1,2,Home,Sports,0.42,60,7,3662,4817,1025,5736,1025,5736,1461,1025,188,265,153,148,Walk
7509,3452,<10000,Male,35-44,Unemployed,HighSchool,3,3,1,TRUE,2,3,Sports,Home,0.46,60,7,3680,4817,792,5165,792,5165,1618,792,1306,4714,312,427,Walk
7510,3453,10000-20000,Female,35-44,Employed,University,3,2,1,TRUE,1,2,Home,PersonalActivities,0.42,15,7,1107,1541,359,1815,359,1815,908,1815,546,724,153,198,Car
7511,3453,10000-20000,Female,35-44,Employed,University,3,2,1,TRUE,2,3,PersonalActivities,Home,0.47,20,7,1308,1541,346,1996,346,1996,1224,1996,199,234,675,720,Car
7512,3453,10000-20000,Female,35-44,Employed,University,3,2,1,TRUE,3,4,Home,Work,0.63,20,7,10793,14441,1197,20016,1197,20016,3392,20016,155,230,56,87,Car
7513,3453,10000-20000,Female,35-44,Employed,University,3,2,1,TRUE,4,5,Work,Home,0.94,20,7,11068,14564,1141,19299,1141,19299,3458,19299,365,488,212,230,Car
7514,3454,<10000,Female,45-54,Employed,Lyceum,4,4,0,TRUE,1,2,Home,Work,0.57,55,7,20084,26857,2181,34271,2181,34271,4494,34271,975,1353,142,193,Car
7515,3454,<10000,Female,45-54,Employed,Lyceum,4,4,0,TRUE,2,3,Work,Home,0.96,45,7,19647,26858,2201,35798,2201,35798,5973,35798,137,195,509,670,Car
7516,3455,<10000,Female,25-34,Employed,Lyceum,4,2,1,FALSE,1,2,Home,Work,0.33,55,7,3676,4955,1162,8997,1162,8997,2144,8997,102,137,197,253,Bus
7518,3456,10000-20000,Female,16-24,Student,Lyceum,3,3,0,TRUE,1,2,Home,School,0.79,25,7,5704,7826,803,8610,803,8610,1446,8610,207,310,244,336,Bus
7519,3456,10000-20000,Female,16-24,Student,Lyceum,3,3,0,TRUE,2,3,School,Home,0.92,20,7,5783,7826,703,7979,703,7979,1452,7979,239,336,195,274,Bus
7520,3457,20000-30000,Female,45-54,Employed,University,3,3,1,TRUE,1,2,Home,Work,0.36,20,7,1270,1689,505,2300,505,2300,770,2300,93,129,125,162,Bus
7521,3457,20000-30000,Female,45-54,Employed,University,3,3,1,TRUE,2,3,Work,Home,0.71,30,7,1282,1689,326,1783,326,1783,704,1783,240,298,73,100,Bus
7524,3458,10000-20000,Female,55-64,Employed,University,1,1,0,FALSE,1,2,Home,Work,0.31,70,7,1987,2515,433,2910,433,2910,1068,2910,121,164,70,83,Bus
7525,3458,10000-20000,Female,55-64,Employed,University,1,1,0,FALSE,2,3,Work,Home,0.6,100,7,1773,2515,439,3010,439,3010,1294,3010,454,674,458,643,Bus
7526,3458,10000-20000,Female,55-64,Employed,University,1,1,0,FALSE,3,4,Home,Sports,0.75,30,7,2261,3011,413,3009,413,3009,1098,3009,80,98,50,61,Bus
7527,3458,10000-20000,Female,55-64,Employed,University,1,1,0,FALSE,4,5,Sports,Home,0.92,30,7,2201,3011,401,3001,401,3001,1054,3001,36,55,121,164,Bus
7529,3459,20000-30000,Female,35-44,Employed,University,2,2,1,TRUE,2,3,Work,Home,0.6,60,7,9009,11593,715,13826,715,13826,3906,13826,810,5421,609,659,Car
7530,3459,20000-30000,Female,35-44,Employed,University,2,2,1,TRUE,3,4,Home,Leisure,0.65,30,7,7265,9934,692,11705,692,11705,3173,11705,324,412,267,331,Car
7531,3459,20000-30000,Female,35-44,Employed,University,2,2,1,TRUE,4,5,Leisure,Home,0.72,30,7,8137,9993,684,11564,684,11564,3726,11564,265,373,609,659,Car
7534,3461,<10000,Male,65+,Retired,HighSchool,2,2,1,FALSE,1,2,Home,HealthActivities,0.42,45,7,3877,4976,960,5827,960,5827,2362,5827,135,188,768,873,Bus
7536,3461,<10000,Male,65+,Retired,HighSchool,2,2,1,FALSE,3,4,OtherMeetings,Home,0.56,30,7,2967,3943,691,4282,691,4282,1556,4282,89,116,88,110,Bus
7538,3462,20000-30000,Male,65+,Retired,University,3,3,1,TRUE,2,3,PersonalActivities,Home,0.35,15,7,433,480,91,480,91,480,254,91,126,111,52,67,Walk
7539,3462,20000-30000,Male,65+,Retired,University,3,3,1,TRUE,3,4,Home,OtherMeetings,0.42,5,7,943,1250,327,2374,327,2374,543,2374,45,67,131,188,Car
7540,3462,20000-30000,Male,65+,Retired,University,3,3,1,TRUE,4,5,OtherMeetings,Home,0.48,5,7,932,1250,373,2256,373,2256,682,2256,146,185,63,76,Car
7541,3463,10000-20000,Female,25-34,Houseworks,University,3,2,1,TRUE,1,2,Home,OtherMeetings,0.5,15,7,5578,7134,1018,10602,1018,10602,2353,10602,424,581,129,175,Car
7542,3463,10000-20000,Female,25-34,Houseworks,University,3,2,1,TRUE,2,3,OtherMeetings,Shopping,0.75,15,7,8259,11124,969,14999,969,14999,3268,14999,181,287,300,358,Car
7543,3463,10000-20000,Female,25-34,Houseworks,University,3,2,1,TRUE,3,4,Shopping,Home,0.83,30,7,3814,4977,680,5572,680,5572,2789,5572,415,558,151,209,Car
7544,3464,20000-30000,Female,45-54,Employed,University,3,3,1,TRUE,1,2,Home,DropSomebody,0.61,50,7,12790,17249,1692,27862,1692,27862,3268,27862,832,1172,43,61,Car
7545,3464,20000-30000,Female,45-54,Employed,University,3,3,1,TRUE,2,3,DropSomebody,Home,0.74,25,7,12915,17243,1875,28911,1875,28911,4428,28911,131,155,1111,1455,Car
7550,3468,30000-40000,Male,45-54,Employed,MSc,3,3,1,TRUE,1,2,Home,Work,0.33,15,7,2213,3027,521,3148,521,3148,1343,3148,316,408,66,87,Bus
7551,3468,30000-40000,Male,45-54,Employed,MSc,3,3,1,TRUE,2,3,Work,Home,0.6,45,7,2340,3027,681,3987,681,3987,1217,3987,163,230,297,412,Bus
7553,3469,10000-20000,Female,45-54,Unemployed_other,HighSchool,5,5,1,TRUE,2,3,Shopping,Home,0.6,35,7,3733,4731,790,4880,790,4880,1426,4880,90,115,643,780,Bus
7555,3470,30000-40000,Male,65+,Retired,University,1,1,1,TRUE,2,3,OtherMeetings,Home,0.58,20,7,6820,9281,1033,10274,1033,10274,2115,10274,204,654,408,540,Car
7556,3470,30000-40000,Male,65+,Retired,University,1,1,1,TRUE,3,4,Home,Leisure,0.9,20,7,9894,13390,1222,14013,1222,14013,3412,14013,1109,1498,100,149,Car
7557,3471,20000-30000,Female,45-54,Unemployed,MSc,5,3,1,TRUE,1,2,Home,DropSomebody,0.34,5,7,2058,2385,324,2385,324,2385,679,2385,65,91,181,200,Car
7558,3471,20000-30000,Female,45-54,Unemployed,MSc,5,3,1,TRUE,2,3,DropSomebody,Home,0.35,5,7,1581,2385,533,3953,533,3953,639,3953,123,189,105,130,Car
7560,3471,20000-30000,Female,45-54,Unemployed,MSc,5,3,1,TRUE,4,5,Shopping,Home,0.48,30,7,6986,9114,690,10527,690,10527,2457,10527,209,297,66,91,Car
7561,3472,<10000,Male,25-34,Employed,Lyceum,1,1,1,FALSE,1,2,Home,Work,0.29,50,7,4484,5930,898,12282,898,12282,1752,12282,372,510,146,204,Bus
7562,3472,<10000,Male,25-34,Employed,Lyceum,1,1,1,FALSE,2,3,Work,Home,0.67,50,7,4550,5878,759,6005,759,6005,1913,6005,161,221,123,138,Bus
